93.160.60.22 | [02/Sep/2018:03:36:05 -1000] | - | - | GET /?SearchableText=security+and+privacy HTTP/1.1 | 301 | - | Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0) LinkCheck by Siteimprove.com | - | 306 | 269 | 744716
207.46.13.34 | [02/Sep/2018:03:37:46 -1000] | - | - | GET /campaign/commission-calendar/action~month/exact_date~1510567200/ HTTP/1.1 | 200 | - | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | 63506 | 333 | 63846 | 1452048
80.110.99.54 | [02/Sep/2018:03:37:49 -1000] | - | - | GET /wp-login.php HTTP/1.1 | 403 | - | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1 | 2740 | 175 | 2993 | 850285
35.160.206.153 | [02/Sep/2018:03:37:50 -1000] | - | - | POST /campaign/wp-cron.php?doing_wp_cron=1535895470.9075460433959960937500 HTTP/1.1 | 200 | http://ags.hawaii.gov/campaign/wp-cron.php?doing_wp_cron=1535895470.9075460433959960937500 | WordPress/4.9.7; http://ags.hawaii.gov/campaign | - | 403 | 150 | 587479
80.110.99.54 | [02/Sep/2018:03:37:51 -1000] | - | - | GET / HTTP/1.1 | 200 | - | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1 | 37657 | 163 | 37902 | 221635
207.46.13.34 | [02/Sep/2018:03:37:50 -1000] | - | - | GET /campaign/commission-calendar/action~agenda/time_limit~1467280800/cat_ids~17,21,19,22,18/request_format~json/ HTTP/1.1 | 200 | - | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | 209350 | 377 | 209691 | 2050323
35.160.206.153 | [02/Sep/2018:03:37:55 -1000] | - | - | POST /campaign/wp-cron.php?doing_wp_cron=1535895475.0736598968505859375000 HTTP/1.1 | 200 | http://ags.hawaii.gov/campaign/wp-cron.php?doing_wp_cron=1535895475.0736598968505859375000 | WordPress/4.9.7; http://ags.hawaii.gov/campaign | - | 403 | 150 | 546870
40.77.195.29 | [02/Sep/2018:03:37:55 -1000] | - | - | GET /wp-content/uploads/2012/09/seal.png HTTP/1.1 | 200 | - | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b | 60494 | 277 | 60793 | 321106
207.46.13.34 | [02/Sep/2018:03:37:54 -1000] | - | - | GET /campaign/commission-calendar/action~agenda/page_offset~-1/time_limit~1477303200/cat_ids~18,22,20/request_format~json/ HTTP/1.1 | 200 | - | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) | 47651 | 386 | 47991 | 1384012
40.77.194.26 | [02/Sep/2018:03:37:56 -1000] | - | - | GET /wp-content/uploads/2012/09/corrections.png HTTP/1.1 | 200 | - | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b | 120918 | 284 | 121218 | 605938
35.160.206.153 | [02/Sep/2018:03:37:57 -1000] | - | - | POST /wp-cron.php?doing_wp_cron=1535895477.0999200344085693359375 HTTP/1.1 | 200 | http://ets.hawaii.gov/wp-cron.php?doing_wp_cron=1535895477.0999200344085693359375 | WordPress/4.9.7; http://ets.hawaii.gov | - | 376 | 345 | 523296
